jaccard_at_5,jaccard_at_10,kendall_tau,n_runs,instance,true_class,pred_label
0.4867724867724867,0.32886470827647296,0.203778677462888,10,1571748,Analysis,2
0.46560846560846547,0.30174052526993705,0.20239916029389715,10,1124981,Analysis,2
0.4888888888888888,0.32664057075821784,0.2211126105862948,10,1259370,Analysis,2
0.655026455026455,0.5332815332815334,0.34904783325835964,10,1016305,Analysis,2
0.4656084656084655,0.31232253585194764,0.19334233018443545,10,1764370,Analysis,2
0.5915343915343914,0.3874380521439345,0.21523466786624684,10,1046218,Analysis,3
0.5158730158730158,0.36027157301667095,0.2375468585994902,10,1781662,Analysis,4
0.6962962962962964,0.5187627187627188,0.7438896386264807,10,1045716,Analysis,7
0.6592592592592593,0.48750508750508736,0.5298845404108563,10,1046503,Analysis,6
0.6814814814814815,0.4655474155474156,0.7102414155045734,10,1049376,Analysis,5
0.5809523809523808,0.4470381470381469,0.36608187134502923,10,1048013,Analysis,6
0.6814814814814815,0.5163207163207164,0.7320737741790373,10,1047359,Analysis,1
0.4214285714285713,0.3573870573870574,0.35318638476533215,10,1299541,Analysis,3
0.6962962962962964,0.556917156917157,0.7248163142899985,10,1046184,Analysis,1
0.5079365079365079,0.3442696736814384,0.23022941970310393,10,1631161,Analysis,2
0.7333333333333333,0.5186295186295186,0.7421502474134055,10,1046933,Analysis,1
0.451058201058201,0.4106023606023606,0.49629629629629635,10,1713014,Analysis,6
0.5396825396825398,0.3717015011132658,0.2511620932673564,10,1048616,Analysis,4
0.46772486772486754,0.31500035911800617,0.19160293897136005,10,1455448,Analysis,2
0.6060846560846562,0.40381223714557035,0.47320437846753644,10,1048024,Analysis,6
0.5523809523809523,0.4484330484330483,0.32973459289248763,10,1712869,Analysis,2
1.0,0.613904613904614,0.7618833408307094,10,1501463,Analysis,7
0.6732804232804233,0.47703407703407685,0.3437097016044384,10,996895,Analysis,3
0.35714285714285715,0.30510426392779333,0.19262258209626634,10,1454900,Analysis,2
0.476190476190476,0.3125404007756949,0.1926825611036137,10,1455855,Analysis,2
0.47619047619047616,0.3611051258110081,0.21001649422702057,10,1131152,Analysis,4
0.5312169312169311,0.36820129761306225,0.2444444444444444,10,1896250,Analysis,2
0.5492063492063491,0.4727087727087727,0.7045434098065677,10,1877227,Analysis,7
0.6814814814814816,0.47446072446072435,0.7372319688109162,10,1049130,Analysis,1
0.7037037037037037,0.4905446405446405,0.7222971959814065,10,1046275,Analysis,7
0.4603174603174601,0.3182180564533506,0.18968361073624235,10,1764718,Analysis,2
0.44973544973544954,0.30455720749838394,0.18110661268556008,10,1565899,Analysis,2
0.6962962962962964,0.4584859584859584,0.709641625431099,10,1047324,Analysis,1
0.6740740740740742,0.5194342694342693,0.7280551806867599,10,1048627,Analysis,1
0.7195767195767195,0.4584452584452584,0.40836707152496626,10,1877097,Analysis,2
0.476190476190476,0.322841102252867,0.17690808217124007,10,1630576,Analysis,2
0.4285714285714285,0.3185963274198569,0.18950367371420007,10,1260439,Analysis,2
0.48677248677248686,0.3160118748354042,0.18266606687659323,10,1254953,Analysis,2
0.5550264550264549,0.41709401709401694,0.31539961013645224,10,1454641,Analysis,2
0.4669312169312168,0.4012266600501893,0.4574298995351627,10,1074211,Analysis,6
0.4814814814814813,0.3170233905528023,0.18140650772229722,10,1630974,Analysis,2
0.4603174603174601,0.30956929780459197,0.19226270805218174,10,1630954,Analysis,2
0.5026455026455025,0.33221049103402045,0.16575198680461836,10,1455078,Analysis,2
0.4206349206349204,0.3080897316191434,0.18086669665617036,10,1127056,Analysis,2
1.0,0.6123876123876124,0.762423151896836,10,1536023,Analysis,1
0.431216931216931,0.3072637602049367,0.2153546258809417,10,1452854,Analysis,2
0.5047619047619045,0.36823361823361817,0.23256860098965362,10,1455677,Analysis,2
0.46560846560846536,0.37526275467451936,0.23478782426150846,10,1260013,Analysis,2
0.47619047619047616,0.30813641695994637,0.20479832058779424,10,1259962,Analysis,2
0.6814814814814815,0.5182225182225183,0.7445494077073025,10,1047484,Analysis,1
0.439153439153439,0.3053975436328378,0.2107362423151897,10,1016209,Analysis,2
0.6814814814814815,0.5005180005180005,0.7237366921577448,10,1047337,Analysis,1
0.3981481481481479,0.32171666387352665,0.19496176338281607,10,1258940,Analysis,2
0.4814814814814813,0.3224544518662166,0.1854251012145749,10,1896173,Analysis,2
0.5325396825396825,0.44851771322359546,0.3819763082920978,10,1046398,Analysis,6
0.617989417989418,0.3993691493691493,0.3053831159094317,10,1712962,Analysis,2
0.5026455026455026,0.337812731930379,0.24768331084120554,10,1016533,Analysis,2
0.4783068783068781,0.33981900452488684,0.25997900734742835,10,1046704,Analysis,4
0.531216931216931,0.4139804639804639,0.2637576848103165,10,1765410,Analysis,2
0.48359788359788336,0.2901314371902607,0.18974358974358974,10,1125106,Analysis,2
0.7111111111111111,0.49442409442409446,0.7302744039586144,10,1048605,Analysis,7
0.598941798941799,0.41988196988196985,0.34772829509671616,10,1877136,Analysis,2
0.4412698412698412,0.2985192367545309,0.20029989503673712,10,1765393,Analysis,2
0.46560846560846547,0.3085254614666379,0.1638326585695007,10,1630935,Analysis,2
0.7037037037037037,0.5291301291301291,0.7289548657969711,10,1049025,Analysis,5
