jaccard_at_5,jaccard_at_10,kendall_tau,n_runs,instance,true_class,pred_label
0.4708994708994708,0.31268045679810386,0.22399160293897136,10,1571748,Analysis,0
0.20282186948853614,0.24171594563751422,0.14158044684360474,10,1124981,Analysis,3
0.48677248677248663,0.35061888003064473,0.18980356875093715,10,1259370,Analysis,0
0.5738095238095237,0.4724460724460725,0.32115759484180534,10,1016305,Analysis,0
0.1807760141093474,0.22410246749772028,0.11255060728744945,10,1764370,Analysis,2
0.45634920634920617,0.38805453805453805,0.2654370970160444,10,1046218,Analysis,1
0.4748677248677247,0.33253609135962076,0.2299295246663668,10,1781662,Analysis,0
0.4788359788359787,0.3136688293551039,0.17894736842105266,10,1045716,Analysis,1
0.5235449735449735,0.315700639230051,0.21037636827110512,10,1046503,Analysis,1
0.5108465608465607,0.37142258612846846,0.23916629179787077,10,1049376,Analysis,1
0.5158730158730158,0.3446299887476358,0.2391063127905233,10,1048013,Analysis,1
0.5423280423280422,0.3369723957959252,0.23838656470235423,10,1047359,Analysis,1
0.513227513227513,0.3101450836744955,0.17432898485530063,10,1299541,Analysis,0
0.4007936507936507,0.31065981948334886,0.16851102114260008,10,1046184,Analysis,1
0.21428571428571427,0.23142687874370024,0.1168091168091168,10,1631161,Analysis,3
0.5166666666666666,0.3456391103449927,0.19748088169140798,10,1046933,Analysis,1
0.41137566137566123,0.32691948574301516,0.1902234218023692,10,1713014,Analysis,1
0.47962962962962963,0.3450166391342862,0.22195231668915882,10,1048616,Analysis,1
0.45502645502645483,0.29782135076252725,0.19412205727995205,10,1455448,Analysis,0
0.5259259259259259,0.3410340204457851,0.21019643124906284,10,1048024,Analysis,1
0.5264550264550264,0.3271205918264742,0.22219223271854854,10,1712869,Analysis,1
0.4896825396825396,0.3658203452321099,0.20527815264657367,10,1501463,Analysis,1
0.35185185185185186,0.2977307732209693,0.16053381316539211,10,996895,Analysis,1
0.5015873015873014,0.31001939237233356,0.18914379967011546,10,1454900,Analysis,0
