jaccard_at_5,jaccard_at_10,kendall_tau,n_runs,instance,true_class,pred_label
1.0,0.7126651126651126,0.6215324636377267,10,1571748,Analysis,2
1.0,0.8410774410774413,0.6161343529764582,10,1124981,Analysis,2
1.0,0.7007511007511008,0.60209926525716,10,1259370,Analysis,2
0.8444444444444444,0.7851851851851852,0.6125356125356125,10,1016305,Analysis,2
0.9333333333333333,0.7475265475265475,0.6052181736392264,10,1764370,Analysis,2
0.4775132275132275,0.5873681873681874,0.460968660968661,10,1046218,Analysis,7
0.874074074074074,0.4760776260776261,0.4161043634727844,10,1781662,Analysis,5
0.6962962962962963,0.46746031746031746,0.5832658569500675,10,1045716,Analysis,8
0.8222222222222222,0.6436526436526437,0.48963862648073186,10,1046503,Analysis,4
0.9333333333333333,0.6193066193066195,0.4946168840905683,10,1049376,Analysis,4
0.8222222222222221,0.7184149184149183,0.48460038986354764,10,1048013,Analysis,4
0.7671957671957671,0.5529581529581531,0.44921277552856514,10,1047359,Analysis,5
1.0,0.7898989898989901,0.6173339331234068,10,1299541,Analysis,2
0.5730158730158731,0.581936581936582,0.43967611336032403,10,1046184,Analysis,7
1.0,0.7530691530691532,0.5994002099265258,10,1631161,Analysis,2
0.7629629629629628,0.8047138047138048,0.5285050232418653,10,1046933,Analysis,6
0.6984126984126983,0.5027565027565027,0.406927575348628,10,1713014,Analysis,5
0.7925925925925925,0.6283716283716285,0.4992952466636677,10,1048616,Analysis,4
0.9333333333333333,0.7255115255115255,0.5873444294496926,10,1455448,Analysis,2
0.8740740740740738,0.6644910644910647,0.4970160443844655,10,1048024,Analysis,4
0.7164021164021165,0.8242424242424243,0.5384015594541911,10,1712869,Analysis,6
0.7999999999999998,0.8518518518518521,0.48496026390763236,10,1501463,Analysis,6
0.7259259259259259,0.830976430976431,0.5076323286849603,10,996895,Analysis,6
1.0,0.7199171199171199,0.5580146948568001,10,1454900,Analysis,2
1.0,0.7396011396011395,0.6422852001799371,10,1455855,Analysis,2
0.7407407407407408,0.866666666666667,0.49677612835507573,10,1131152,Analysis,6
1.0,0.7374255374255373,0.6350277402908983,10,1896250,Analysis,2
0.7629629629629628,0.7251489251489251,0.49683610736242323,10,1877227,Analysis,6
0.8740740740740738,0.6183816183816184,0.4890388364072576,10,1049130,Analysis,4
0.5087301587301586,0.5775705775705775,0.41514469935522563,10,1046275,Analysis,7
1.0,0.7641543641543642,0.6139751087119509,10,1764718,Analysis,2
1.0,0.7587671587671587,0.605458089668616,10,1565899,Analysis,2
0.8814814814814814,0.5813371813371814,0.45155195681511473,10,1047324,Analysis,5
0.9333333333333333,0.6867650867650869,0.48783925626030894,10,1048627,Analysis,4
0.7259259259259259,0.6972286972286973,0.4867596341280553,10,1877097,Analysis,6
0.9333333333333331,0.7160321160321163,0.5794871794871794,10,1630576,Analysis,2
1.0,0.7979797979797981,0.5981406507722297,10,1260439,Analysis,2
0.9333333333333333,0.706967106967107,0.5973609236767132,10,1254953,Analysis,2
1.0,0.7579383579383581,0.5973609236767132,10,1454641,Analysis,2
0.7703703703703701,0.7575757575757575,0.5081721397510872,10,1074211,Analysis,6
1.0,0.7066563066563067,0.6154745838956367,10,1630974,Analysis,2
0.9333333333333333,0.8262626262626264,0.6083370820212926,10,1630954,Analysis,2
0.9333333333333333,0.7209531209531208,0.6430049482681063,10,1455078,Analysis,2
0.9333333333333333,0.7119917119917119,0.6071974808816915,10,1127056,Analysis,2
0.7481481481481481,0.8626262626262629,0.5075123706702654,10,1536023,Analysis,6
0.9333333333333331,0.7085729085729087,0.5659919028340082,10,1452854,Analysis,2
0.9333333333333331,0.7124061124061124,0.5517768780926675,10,1455677,Analysis,2
1.0,0.7192437192437192,0.585724996251312,10,1260013,Analysis,2
1.0,0.7845117845117845,0.6188334083070925,10,1259962,Analysis,2
0.7481481481481481,0.5865763865763867,0.39679112310691267,10,1047484,Analysis,5
1.0,0.7764309764309766,0.6347878242615085,10,1016209,Analysis,2
0.6867724867724868,0.547056647056647,0.4001499475183686,10,1047337,Analysis,5
0.9333333333333333,0.7781403781403782,0.5940020992652572,10,1258940,Analysis,2
1.0,0.7310541310541311,0.6282501124606389,10,1896173,Analysis,2
0.6962962962962964,0.7904169904169903,0.5448792922477133,10,1046398,Analysis,6
0.8740740740740738,0.7419321419321419,0.5165692007797271,10,1712962,Analysis,6
0.874074074074074,0.7771043771043773,0.6080371869845556,10,1016533,Analysis,2
0.874074074074074,0.6822066822066823,0.4986954565901935,10,1046704,Analysis,4
1.0,0.7103341103341103,0.6065377118008696,10,1765410,Analysis,2
0.9333333333333333,0.7737373737373738,0.565572049782576,10,1125106,Analysis,2
0.8222222222222219,0.6995596995596995,0.4823211875843455,10,1048605,Analysis,4
0.8222222222222222,0.552003552003552,0.4164642375168692,10,1877136,Analysis,5
1.0,0.7256151256151255,0.5700104963262858,10,1765393,Analysis,2
1.0,0.7673659673659675,0.5888439046333784,10,1630935,Analysis,2
0.8296296296296294,0.6348836348836349,0.5127905233168392,10,1049025,Analysis,4
1.0,0.7708883708883708,0.6089968511021142,10,1891053,Analysis,2
0.9333333333333331,0.806060606060606,0.637666816614185,10,1016186,Analysis,2
1.0,0.7714063714063714,0.6118758434547908,10,1259329,Analysis,2
0.7333333333333333,0.7979797979797982,0.5134502923976608,10,1046381,Analysis,6
1.0,0.789225589225589,0.5781676413255361,10,1454738,Analysis,2
0.8814814814814813,0.7797979797979798,0.6352076773129406,10,1016450,Analysis,2
0.874074074074074,0.5968105968105969,0.429059829059829,10,1796063,Analysis,5
0.9333333333333333,0.7064491064491064,0.5902834008097166,10,1883859,Analysis,2
1.0,0.7533799533799533,0.6124156545209176,10,1015787,Analysis,2
0.874074074074074,0.6092056092056093,0.4789623631728895,10,1263090,Analysis,4
0.9333333333333333,0.7858585858585859,0.6131354026090869,10,1016139,Analysis,2
0.7111111111111111,0.8269360269360269,0.5662318188633978,10,1037615,Analysis,6
1.0,0.7407925407925409,0.5970010496326287,10,1455018,Analysis,2
0.8814814814814814,0.7905723905723906,0.6119958014694856,10,1628926,Analysis,2
0.8814814814814813,0.6577570577570578,0.49233768181136595,10,1048591,Analysis,4
1.0,0.7289821289821289,0.5565152196731143,10,1015871,Analysis,2
0.9333333333333333,0.7177415177415176,0.5857249962513121,10,1764848,Analysis,2
1.0,0.7335405335405336,0.598860398860399,10,1016058,Analysis,2
0.7566137566137564,0.4895807895807896,0.4009296746138852,10,1047814,Analysis,5
1.0,0.7548821548821547,0.5900434847803269,10,1630914,Analysis,2
0.7037037037037038,0.4591168091168091,0.40410856200329875,10,1045639,Analysis,8
0.7555555555555554,0.7397565397565398,0.4974958764432449,10,1877029,Analysis,6
0.8296296296296295,0.5982461982461983,0.4776428250112461,10,1048136,Analysis,4
0.9333333333333333,0.6718466718466719,0.5484180536812117,10,1455797,Analysis,2
0.7777777777777776,0.8262626262626264,0.5205877942720049,10,1712978,Analysis,6
0.8687830687830687,0.5311651311651312,0.4033888139151298,10,1388170,Analysis,5
1.0,0.6361860361860363,0.41964312490628275,10,1493190,Analysis,4
0.8296296296296294,0.652828652828653,0.5380416854101064,10,1046492,Analysis,4
0.8222222222222221,0.6115366115366115,0.40716749137801767,10,1877129,Analysis,5
0.8222222222222221,0.7858585858585859,0.5644924276503225,10,1046799,Analysis,6
0.8317460317460318,0.5526843526843526,0.4028490028490028,10,1047432,Analysis,5
1.0,0.808080808080808,0.5982606087869247,10,1260225,Analysis,2
1.0,0.7000777000777002,0.592142750037487,10,1765310,Analysis,2
0.9333333333333333,0.7172235172235173,0.6164342480131955,10,1015765,Analysis,2
1.0,0.7251489251489251,0.589083820662768,10,1764161,Analysis,2
0.7555555555555554,0.7951307951307953,0.5147098515519569,10,1877151,Backdoor,6
0.7259259259259259,0.8424242424242425,0.5211276053381316,10,1473607,Backdoor,6
0.874074074074074,0.6283716283716284,0.450472334682861,10,1800457,Backdoor,4
0.8814814814814813,0.6263662263662262,0.42480131953816164,10,1008491,Backdoor,5
0.7185185185185186,0.8057498057498058,0.5214874793822163,10,1008404,Backdoor,6
0.5272486772486773,0.5892107892107893,0.41682411156095367,10,1045682,Backdoor,7
0.7851851851851849,0.8077700077700081,0.5193882141250563,10,1877022,Backdoor,6
0.874074074074074,0.568128168128168,0.40446843604738353,10,1895916,Backdoor,5
0.8116402116402115,0.5212861212861213,0.42234218023691716,10,1434580,Backdoor,5
0.7703703703703701,0.7973063973063974,0.48627980206927574,10,1008380,Backdoor,6
0.8740740740740738,0.6381100381100382,0.4330184435447593,10,1047411,Backdoor,5
0.9333333333333333,0.7589225589225587,0.6499025341130605,10,1549928,Backdoor,2
0.8814814814814813,0.6532356532356532,0.5137501874343979,10,1048928,Backdoor,4
0.7555555555555554,0.7717171717171717,0.5152496626180838,10,1712899,Backdoor,6
0.8222222222222219,0.5112942612942614,0.4054880791722898,10,1010603,Backdoor,5
0.9333333333333333,0.5179487179487179,0.43763682711051133,10,1047750,Backdoor,5
0.8222222222222221,0.6651496651496651,0.4811815864447444,10,1049729,Backdoor,4
