jaccard_at_5,jaccard_at_10,kendall_tau,n_runs,instance,true_class,pred_label
0.22469135802469134,0.38015513897866826,0.27977207977207974,10,1571748,Analysis,0
0.2667548500881834,0.3457883438275595,0.24186534712850502,10,1124981,Analysis,0
0.1880070546737213,0.4153786300845124,0.28696956065377116,10,1259370,Analysis,0
0.39109347442680775,0.4032093179152002,0.3480281901334533,10,1016305,Analysis,0
0.30952380952380953,0.4092999592999591,0.3071824861298546,10,1764370,Analysis,0
0.4743386243386242,0.5084027084027084,0.5006147848253111,10,1046218,Analysis,7
0.8116402116402115,0.7045769045769045,0.5861448493027441,10,1781662,Analysis,1
0.5153439153439153,0.397002561708444,0.3300944669365722,10,1045716,Analysis,8
0.4325396825396824,0.4835164835164835,0.44717348927875233,10,1046503,Analysis,7
0.22645502645502644,0.3512844454020924,0.23970610286399763,10,1049376,Analysis,0
0.191358024691358,0.3904702051760874,0.2779727095516569,10,1048013,Analysis,0
0.20652557319223983,0.36289832172185116,0.24306492727545365,10,1047359,Analysis,0
0.565079365079365,0.6091316091316091,0.4877192982456141,10,1299541,Analysis,3
0.5248677248677247,0.5112517112517113,0.5196281301544461,10,1046184,Analysis,7
0.24691358024691357,0.37445473916062144,0.2508621982306192,10,1631161,Analysis,0
0.20908289241622574,0.32858579329167564,0.23538761433498273,10,1046933,Analysis,0
0.7195767195767195,0.662781662781663,0.5430799220272906,10,1713014,Analysis,1
0.24523809523809526,0.35285977638918814,0.27425401109611636,10,1048616,Analysis,0
0.23730158730158726,0.38940090410678646,0.2626780626780627,10,1455448,Analysis,0
0.2585537918871252,0.40989848931025386,0.28217124006597694,10,1048024,Analysis,0
0.2537037037037037,0.37529507529507533,0.2924276503223872,10,1712869,Analysis,0
0.7576719576719575,0.7167573167573168,0.5670715249662618,10,1501463,Analysis,1
0.6074074074074074,0.583046583046583,0.5568151147098516,10,996895,Analysis,1
0.28527336860670194,0.3890609390609389,0.29320737741790376,10,1454900,Analysis,0
0.27028218694885364,0.4223036223036222,0.3207977207977208,10,1455855,Analysis,0
0.8814814814814814,0.6886816886816887,0.5697106012895488,10,1131152,Analysis,6
0.26181657848324513,0.359985874691757,0.2651971809866547,10,1896250,Analysis,0
0.25458553791887123,0.3800450094567741,0.22657070025491077,10,1877227,Analysis,0
0.23818342151675484,0.3643407790466614,0.24990253411306046,10,1049130,Analysis,0
